"count_same_name_inv_re3","count_same_url_inv_re3","count_unique_inv_re3","count_same_name_inv_fs","count_same_url_inv_fs","count_unique_inv_fs","count_total_unique","percent"
129,152,198,194,411,453,503,16.1632390745501
