"inventory_ids","epmc_query_ids"
"28053167","28053167"
"24569397","24569397"
"31725861","31725861"
"26578565","26578565"
"32895427","32895427"
"33997360","33997360"
"28365721","28365721"
"29040761","29040761"
"25551368","25551368"
"26476444","26476444"
"31584092","31584092"
"26615193","26615193"
"21976737","21976737"
"23203988","23203988"
"33304468","33304468"
"30115014","30115014"
"29743053","29743053"
"29699484","29699484"
"24174539","24174539"
"22712730","22712730"
"29126123","29126123"
"26073932","26073932"
"34504668","34504668"
"23696878","23696878"
"27819351","27819351"
"23180785","23180785"
"33080028","33080028"
"27936097","27936097"
"30733462","30733462"
"27824078","27824078"
"21765097","21765097"
"23180799","23180799"
"31584086","31584086"
"29112749","29112749"
"31640808","31640808"
"21624156","21624156"
"31584089","31584089"
"31612960","31612960"
"33245779","33245779"
"21507258","21507258"
"23378291","23378291"
"29370821","29370821"
"22009677","22009677"
"31642469","31642469"
"28748223","28748223"
"21554668","21554668"
"31307376","31307376"
"25414340","25414340"
"23497033","23497033"
"26225242","26225242"
"23172287","23172287"
"23674503","23674503"
"33104790","33104790"
"24275491","24275491"
"24771669","24771669"
"26980519","26980519"
"26441671","26441671"
"30576486","30576486"
"22110026","22110026"
"21801404","21801404"
"29077937","29077937"
"25270086","25270086"
"27478368","27478368"
"22067443","22067443"
"28096778","28096778"
"34107869","34107869"
"23396298","23396298"
"25425034","25425034"
"33330918","33330918"
"30357353","30357353"
"30053269","30053269"
"30805645","30805645"
"29662024","29662024"
"30266409","30266409"
"27924044","27924044"
"30101318","30101318"
"26578570","26578570"
"24980131","24980131"
"27799469","27799469"
"33137192","33137192"
"25435546","25435546"
"33546584","33546584"
"25125445","25125445"
"31725858","31725858"
"26400163","26400163"
"22080512","22080512"
"22058132","22058132"
"26112452","26112452"
"30395277","30395277"
"23066098","23066098"
"28592293","28592293"
"25593348","25593348"
"25378306","25378306"
"25324309","25324309"
"26746174","26746174"
"22084198","22084198"
"32190163","32190163"
"30380090","30380090"
"31738435","31738435"
"27733507","27733507"
"31602478","31602478"
"27789569","27789569"
"23624946","23624946"
"28862395","28862395"
"23725466","23725466"
"25398903","25398903"
"25505034","25505034"
"28966675","28966675"
"24198250","24198250"
"24340041","24340041"
"21993301","21993301"
"29069441","29069441"
"31617559","31617559"
"22080514","22080514"
"26980520","26980520"
"23151233","23151233"
"22509333","22509333"
"24855436","24855436"
"25361970","25361970"
"30335169","30335169"
"27515999","27515999"
"21366916","21366916"
"28830355","28830355"
"28053162","28053162"
"30239819","30239819"
"24304897","24304897"
"30804701","30804701"
"30127348","30127348"
"34716373","34716373"
"31337335","31337335"
"28651001","28651001"
"23193267","23193267"
"23055619","23055619"
"26200753","26200753"
"25558364","25558364"
"25725063","25725063"
"23193263","23193263"
"23161682","23161682"
"33216897","33216897"
"23292601","23292601"
"22086960","22086960"
"22363733","22363733"
"21031599","21031599"
"25097386","25097386"
"26586809","26586809"
"22268964","22268964"
"27153608","27153608"
"31598690","31598690"
"29136200","29136200"
"24225322","24225322"
"22039152","22039152"
"31620779","31620779"
"25382819","25382819"
"21781326","21781326"
"33196798","33196798"
"26089836","26089836"
"22096236","22096236"
"33388027","33388027"
"26450949","26450949"
"22102570","22102570"
"22102581","22102581"
"29575358","29575358"
"33010159","33010159"
"31844049","31844049"
"22110041","22110041"
"29377907","29377907"
"27789699","27789699"
"25414335","25414335"
"29106664","29106664"
"33196841","33196841"
"25911153","25911153"
"31796964","31796964"
"22669905","22669905"
"22080505","22080505"
"34122478","34122478"
"23396300","23396300"
"26578582","26578582"
"26759061","26759061"
"26602691","26602691"
"30587128","30587128"
"34059664","34059664"
"25964630","25964630"
"31809863","31809863"
"24857970","24857970"
"26043787","26043787"
"23193284","23193284"
"30244175","30244175"
"29939244","29939244"
"25392416","25392416"
"21980353","21980353"
"31949184","31949184"
"22424087","22424087"
"27789703","27789703"
"32542363","32542363"
"30307523","30307523"
"27465131","27465131"
"25392411","25392411"
"24715219","24715219"
"21965557","21965557"
"30380102","30380102"
"31868683","31868683"
"28977518","28977518"
"34559210","34559210"
"31598699","31598699"
"22726705","22726705"
"23180797","23180797"
"22121227","22121227"
"30010730","30010730"
"24163250","24163250"
"25228593","25228593"
"28077569","28077569"
"26478709","26478709"
"23299411","23299411"
"21729256","21729256"
"33068412","33068412"
"30453895","30453895"
"24158836","24158836"
"26635394","26635394"
"33196814","33196814"
"29931156","29931156"
"22608002","22608002"
"21586118","21586118"
"23457042","23457042"
"26912951","26912951"
"24288368","24288368"
"30020436","30020436"
"25378308","25378308"
"33238002","33238002"
"34844637","34844637"
"22139942","22139942"
"30329093","30329093"
"29696033","29696033"
"28850115","28850115"
"28438161","28438161"
"26975833","26975833"
"24912499","24912499"
"26424082","26424082"
"24771658","24771658"
"24060102","24060102"
"23547897","23547897"
"25880930","25880930"
"26876983","26876983"
"26527724","26527724"
"32345346","32345346"
"26322066","26322066"
"30794542","30794542"
"24939193","24939193"
"24739306","24739306"
"30321422","30321422"
"34224878","34224878"
"30622655","30622655"
"25252782","25252782"
"23193278","23193278"
"22965133","22965133"
"34022814","34022814"
"33685493","33685493"
"24147765","24147765"
"24279809","24279809"
"21216747","21216747"
"28025342","28025342"
"27515824","27515824"
"24280345","24280345"
"23180784","23180784"
"28964253","28964253"
"25489177","25489177"
"22645600","22645600"
"23660286","23660286"
"24136999","24136999"
"23180765","23180765"
"29989091","29989091"
"27377064","27377064"
"21938212","21938212"
"32849839","32849839"
"29040625","29040625"
"23144556","23144556"
"21464840","21464840"
"33021671","33021671"
"24220091","24220091"
"31950189","31950189"
"22127861","22127861"
"29222504","29222504"
"22700939","22700939"
"31906603","31906603"
"27543076","27543076"
"23155061","23155061"
"29069520","29069520"
"32608478","32608478"
"27940610","27940610"
"26026167","26026167"
"34496744","34496744"
"25414355","25414355"
"31872320","31872320"
"26503253","26503253"
"26746786","26746786"
"24214988","24214988"
"29774137","29774137"
"30380119","30380119"
"32621601","32621601"
"25881271","25881271"
"28651544","28651544"
"22120661","22120661"
"23055621","23055621"
"29057095","29057095"
"26097510","26097510"
"33416848","33416848"
"33553941","33553941"
"26527728","26527728"
"24504151","24504151"
"33177514","33177514"
"29059366","29059366"
"21472436","21472436"
"26647370","26647370"
"26590403","26590403"
"33010177","33010177"
"28984188","28984188"
"32487193","32487193"
"31611909","31611909"
"22140105","22140105"
"23161692","23161692"
"34514416","34514416"
"25097385","25097385"
"29045713","29045713"
"22067445","22067445"
"29617941","29617941"
"29961821","29961821"
"23193298","23193298"
"30371817","30371817"
"29069402","29069402"
"29228298","29228298"
"22171328","22171328"
"32785571","32785571"
"24225318","24225318"
"24194593","24194593"
"22419780","22419780"
"22086956","22086956"
"27307138","27307138"
"28539606","28539606"
"23180763","23180763"
"29892516","29892516"
"24712981","24712981"
"24271399","24271399"
"25428362","25428362"
"23724943","23724943"
"28361715","28361715"
"24952385","24952385"
"27297221","27297221"
"24146757","24146757"
"23203869","23203869"
"22784567","22784567"
"26490957","26490957"
"26467481","26467481"
"33045745","33045745"
"31642484","31642484"
"28365723","28365723"
"23193283","23193283"
"24165881","24165881"
"22080561","22080561"
"23203982","23203982"
"33507271","33507271"
"26818131","26818131"
"26800248","26800248"
"22139920","22139920"
"25309735","25309735"
"30481257","30481257"
"27580923","27580923"
"28194231","28194231"
"29062930","29062930"
"24163098","24163098"
"30674925","30674925"
"24203708","24203708"
"27899672","27899672"
"24148649","24148649"
"25075616","25075616"
"31511885","31511885"
"26949480","26949480"
"27899579","27899579"
"22210871","22210871"
"22140107","22140107"
"22075996","22075996"
"22544707","22544707"
"23180788","23180788"
"26527729","26527729"
"27352859","27352859"
"21575179","21575179"
"31337332","31337332"
"24618044","24618044"
"24136998","24136998"
"23423175","23423175"
"29733404","29733404"
"31713629","31713629"
"32761141","32761141"
"26005672","26005672"
"23193286","23193286"
"31211398","31211398"
"27148975","27148975"
"22397686","22397686"
"26220682","26220682"
"23118479","23118479"
"22139928","22139928"
"23118483","23118483"
"25405079","25405079"
"31672983","31672983"
"22701460","22701460"
"26503244","26503244"
"22493538","22493538"
"27412095","27412095"
"28420402","28420402"
"22759918","22759918"
"27402679","27402679"
"32976581","32976581"
"30602089","30602089"
"32719467","32719467"
"24578355","24578355"
"26582925","26582925"
"25157689","25157689"
"29087479","29087479"
"22121217","22121217"
"29045725","29045725"
"23314754","23314754"
"22075997","22075997"
"32934277","32934277"
"23284744","23284744"
"27138013","27138013"
"23203871","23203871"
"27188311","27188311"
"27779618","27779618"
"23180787","23180787"
"27899614","27899614"
"22096228","22096228"
"26578555","26578555"
"27749924","27749924"
"25300487","25300487"
"26578594","26578594"
"30094004","30094004"
"29140469","29140469"
"25414345","25414345"
"25404137","25404137"
"24271391","24271391"
"26582922","26582922"
"26249811","26249811"
"24066126","24066126"
"32813752","32813752"
"24223973","24223973"
"28832569","28832569"
"28961249","28961249"
"23161688","23161688"
"25943471","25943471"
"26339475","26339475"
"23180783","23180783"
"23104376","23104376"
"21423723","21423723"
"23497177","23497177"
"30380087","30380087"
"25627341","25627341"
"32442307","32442307"
"26516187","26516187"
"31728519","31728519"
"34515387","34515387"
"24705204","24705204"
"22807998","22807998"
"28985418","28985418"
"27733502","27733502"
"34679164","34679164"
"23406793","23406793"
"31624839","31624839"
"28807036","28807036"
"23846596","23846596"
"30846808","30846808"
"29106666","29106666"
"30871473","30871473"
"22140109","22140109"
"21383924","21383924"
"33985427","33985427"
"29106651","29106651"
"27337171","27337171"
"29234333","29234333"
"26131021","26131021"
"31120982","31120982"
"27387194","27387194"
"29520288","29520288"
"32882008","32882008"
"29297316","29297316"
"24408216","24408216"
"30053266","30053266"
"27168721","27168721"
"24225317","24225317"
"34273956","34273956"
"28588237","28588237"
"23203875","23203875"
"32351388","32351388"
"24735618","24735618"
"27789689","27789689"
"31240309","31240309"
"33156327","33156327"
"32990749","32990749"
"22116064","22116064"
"34154643","34154643"
"25224438","25224438"
"34154536","34154536"
"32620074","32620074"
"32159215","32159215"
"29776332","29776332"
"25792605","25792605"
"32727974","32727974"
"31728526","31728526"
"23482072","23482072"
"30810209","30810209"
"27899608","27899608"
"23180794","23180794"
"22434841","22434841"
"24466070","24466070"
"27173523","27173523"
"26896848","26896848"
"32427908","32427908"
"26852673","26852673"
"33095862","33095862"
"28759605","28759605"
"33258964","33258964"
"23515433","23515433"
"34244719","34244719"
"23197656","23197656"
"23766369","23766369"
"24930145","24930145"
"23698860","23698860"
"33179754","33179754"
"24203712","24203712"
"29036590","29036590"
"23193266","23193266"
"29617745","29617745"
"21177659","21177659"
"28365741","28365741"
"25932650","25932650"
"25378311","25378311"
"33655207","33655207"
"34517763","34517763"
"32265943","32265943"
"33969254","33969254"
"28111364","28111364"
"25392424","25392424"
"27153630","27153630"
"25332401","25332401"
"29432422","29432422"
"34522848","34522848"
"23093603","23093603"
"21546359","21546359"
"30913342","30913342"
"23547943","23547943"
"30165582","30165582"
"33074314","33074314"
"22292669","22292669"
"24334957","24334957"
"29106630","29106630"
"30380112","30380112"
"30371815","30371815"
"31831861","31831861"
"27899676","27899676"
"24194607","24194607"
"25413576","25413576"
"23284086","23284086"
"32976578","32976578"
"25392422","25392422"
"33035346","33035346"
"29045755","29045755"
"23071747","23071747"
"25187689","25187689"
"24822057","24822057"
"25025376","25025376"
"26066708","26066708"
"25300491","25300491"
"28158179","28158179"
"31680168","31680168"
"23066107","23066107"
"24889152","24889152"
"30223042","30223042"
"33068436","33068436"
"27924015","27924015"
"25324314","25324314"
"24816183","24816183"
"23594715","23594715"
"22523575","22523575"
"30601939","30601939"
"23193254","23193254"
"22080555","22080555"
"26590254","26590254"
"32548865","32548865"
"32454857","32454857"
"27813701","27813701"
"33174598","33174598"
"30239928","30239928"
"22102589","22102589"
"25378322","25378322"
"30371820","30371820"
"23314752","23314752"
"24163100","24163100"
"32168374","32168374"
"24843289","24843289"
"27242032","27242032"
"23172288","23172288"
"30614601","30614601"
"25361969","25361969"
"25392418","25392418"
"23093589","23093589"
"31263870","31263870"
"33095866","33095866"
"29112736","29112736"
"24198712","24198712"
"31588507","31588507"
"22135296","22135296"
"27634949","27634949"
"28365718","28365718"
"30395310","30395310"
"27242836","27242836"
"26581408","26581408"
"22067448","22067448"
"27511743","27511743"
"30371824","30371824"
"30365026","30365026"
"33594411","33594411"
"25274736","25274736"
"32509450","32509450"
"25392406","25392406"
"24304891","24304891"
"29308007","29308007"
"28025349","28025349"
"25217587","25217587"
"33811468","33811468"
"33045721","33045721"
"33367605","33367605"
"31598702","31598702"
"32550548","32550548"
"23161674","23161674"
"21769196","21769196"
"31245720","31245720"
"22715306","22715306"
"24341535","24341535"
"24267744","24267744"
"25614757","25614757"
"31504823","31504823"
"26452372","26452372"
"34848704","34848704"
"25466819","25466819"
"32221380","32221380"
"27789692","27789692"
"26078228","26078228"
"28018331","28018331"
"33181826","33181826"
"26705106","26705106"
"23175606","23175606"
"26573482","26573482"
"23209562","23209562"
"26989148","26989148"
"33211851","33211851"
"30208844","30208844"
"32431267","32431267"
"23172286","23172286"
"27899279","27899279"
"23180786","23180786"
"23125366","23125366"
"27899583","27899583"
"22481888","22481888"
"24082050","24082050"
"30048518","30048518"
"30546860","30546860"
"27392072","27392072"
"26061870","26061870"
"34285772","34285772"
"24165882","24165882"
"24170807","24170807"
"25591325","25591325"
"22102575","22102575"
"23134687","23134687"
"22064855","22064855"
"25522035","25522035"
"25024351","25024351"
"24608172","24608172"
"23411719","23411719"
"24578356","24578356"
"22067444","22067444"
"26065909","26065909"
"21276248","21276248"
"23203887","23203887"
"23203891","23203891"
"27242034","27242034"
"26602694","26602694"
"26476456","26476456"
"21715385","21715385"
"22123743","22123743"
"29351734","29351734"
"30217145","30217145"
"27789702","27789702"
"30462313","30462313"
"26227548","26227548"
"32117874","32117874"
"26590259","26590259"
"29069501","29069501"
"22736877","22736877"
"31598695","31598695"
"22039101","22039101"
"23203880","23203880"
"25392405","25392405"
"26656949","26656949"
"24243849","24243849"
"26973684","26973684"
"25538713","25538713"
"26555441","26555441"
"24285306","24285306"
"22064863","22064863"
"31647096","31647096"
"22661982","22661982"
"29718389","29718389"
"23180778","23180778"
"32055857","32055857"
"23226127","23226127"
"25392412","25392412"
"25414323","25414323"
"23584834","23584834"
"23180796","23180796"
"30398663","30398663"
"24498619","24498619"
"25348409","25348409"
"24304889","24304889"
"31696235","31696235"
"22701464","22701464"
"22155609","22155609"
"28605766","28605766"
"22748168","22748168"
"22067451","22067451"
"22075990","22075990"
"23110975","23110975"
"22080546","22080546"
"23200141","23200141"
"29201145","29201145"
"26209309","26209309"
"22135297","22135297"
"24194600","24194600"
"21177655","21177655"
"22135298","22135298"
"21887013","21887013"
"22493537","22493537"
"33175170","33175170"
"33245777","33245777"
"31410491","31410491"
"29069475","29069475"
"25635527","25635527"
"27982098","27982098"
"25262351","25262351"
"31642487","31642487"
"33211879","33211879"
"26503249","26503249"
"25352545","25352545"
"22238270","22238270"
"31647100","31647100"
"26110276","26110276"
"26589635","26589635"
"26578587","26578587"
"30476227","30476227"
"30407529","30407529"
"30357384","30357384"
"31665441","31665441"
"33306800","33306800"
"22064862","22064862"
"27789706","27789706"
"32257241","32257241"
"26868053","26868053"
"26586805","26586805"
"23093600","23093600"
"24214965","24214965"
"27899596","27899596"
"31680157","31680157"
"27114493","27114493"
"27899668","27899668"
"30668832","30668832"
"26578581","26578581"
"27650316","27650316"
"24194602","24194602"
"24174537","24174537"
"27375595","27375595"
"26612867","26612867"
"30364951","30364951"
"25355513","25355513"
"32728249","32728249"
"31680159","31680159"
"28981707","28981707"
"31740966","31740966"
"23203987","23203987"
"22067447","22067447"
"27794045","27794045"
"24234449","24234449"
"27924039","27924039"
"29165593","29165593"
"30357347","30357347"
"28053161","28053161"
"27694206","27694206"
"33290552","33290552"
"27794040","27794040"
"33270898","33270898"
"24007337","24007337"
"31608375","31608375"
"30445619","30445619"
"31231515","31231515"
"33104772","33104772"
"29077884","29077884"
"23245209","23245209"
"30364956","30364956"
"26586801","26586801"
"26953092","26953092"
"27899581","27899581"
"26519466","26519466"
"23734660","23734660"
"23180793","23180793"
"29036529","29036529"
"33206959","33206959"
"33084889","33084889"
"23825543","23825543"
"23193253","23193253"
"30371849","30371849"
"31599330","31599330"
"33219685","33219685"
"30380072","30380072"
"30285109","30285109"
"26590263","26590263"
"28943872","28943872"
"29145643","29145643"
"26424083","26424083"
"21904429","21904429"
"24319143","24319143"
"28293068","28293068"
"22102583","22102583"
"29917040","29917040"
"28104956","28104956"
"34362451","34362451"
"26432828","26432828"
"29059334","29059334"
"29161430","29161430"
"33270889","33270889"
"33237329","33237329"
"29126295","29126295"
"26516186","26516186"
"24185695","24185695"
"33021634","33021634"
"22135294","22135294"
"31670377","31670377"
"22139919","22139919"
"31691799","31691799"
"28775335","28775335"
"34655133","34655133"
"33084874","33084874"
"31500643","31500643"
"34384382","34384382"
"27899580","27899580"
"33661371","33661371"
"24225323","24225323"
"32558264","32558264"
"34303324","34303324"
"24163255","24163255"
"30364952","30364952"
"33305318","33305318"
"30245835","30245835"
"27616775","27616775"
"27742820","27742820"
"33079992","33079992"
"26673716","26673716"
"27924042","27924042"
"26527721","26527721"
"23203886","23203886"
"25404129","25404129"
"22140110","22140110"
"22140215","22140215"
"27794042","27794042"
"33104797","33104797"
"21296746","21296746"
"29040692","29040692"
"25352543","25352543"
"30335166","30335166"
"30329070","30329070"
"31665499","31665499"
"31691815","31691815"
"24259432","24259432"
"33237313","33237313"
"29112718","29112718"
"30272209","30272209"
"29092055","29092055"
"31724711","31724711"
"24304899","24304899"
"24293654","24293654"
"22110037","22110037"
"23730305","23730305"
"24364888","24364888"
"30020414","30020414"
"29040681","29040681"
"23331499","23331499"
"34536568","34536568"
"34344425","34344425"
"33051671","33051671"
"33849445","33849445"
"31665425","31665425"
"26989145","26989145"
"33693667","33693667"
"27899622","27899622"
"21447597","21447597"
"32016318","32016318"
"31161214","31161214"
"31642470","31642470"
"23074187","23074187"
"30689843","30689843"
"33261662","33261662"
"32472030","32472030"
"27402678","27402678"
"33175131","33175131"
"29077939","29077939"
"30423142","30423142"
"31647101","31647101"
"29036351","29036351"
"25425035","25425035"
"26141515","26141515"
"25754864","25754864"
"34965192","34965192"
"29140525","29140525"
"29533231","29533231"
"30395294","30395294"
"24194595","24194595"
"24334350","24334350"
"26779400","26779400"
"26424852","26424852"
"31701150","31701150"
"25378310","25378310"
"30407596","30407596"
"24270786","24270786"
"26467479","26467479"
"30172046","30172046"
"29165669","29165669"
"25392420","25392420"
"26578568","26578568"
"25399423","25399423"
"24150940","24150940"
"27899673","27899673"
"27924018","27924018"
"26827237","26827237"
"26635391","26635391"
"33151287","33151287"
"26481353","26481353"
"24297252","24297252"
"24214962","24214962"
"23203883","23203883"
"29161421","29161421"
"31724701","31724701"
"33270111","33270111"
"24270792","24270792"
"31733063","31733063"
"25378336","25378336"
"33170268","33170268"
"31612961","31612961"
"26615194","26615194"
"29121237","29121237"
"24077912","24077912"
"29069517","29069517"
"30407568","30407568"
"31114900","31114900"
"31584097","31584097"
"30407591","30407591"
"27903896","27903896"
"25428371","25428371"
"29145615","29145615"
"27679478","27679478"
"23087376","23087376"
"26531826","26531826"
"33247931","33247931"
"26578557","26578557"
"27924020","27924020"
"25398900","25398900"
"31722416","31722416"
"23109552","23109552"
"29077942","29077942"
"27899624","27899624"
"31504780","31504780"
"24243848","24243848"
"31691816","31691816"
"29668970","29668970"
"26432830","26432830"
"29106611","29106611"
"25593349","25593349"
"27794041","27794041"
"29106550","29106550"
"28053164","28053164"
"27613420","27613420"
"27789697","27789697"
"30371818","30371818"
"32679723","32679723"
"30496475","30496475"
"31680153","31680153"
"24163105","24163105"
"29156057","29156057"
"31665479","31665479"
"33313828","33313828"
"25361965","25361965"
"27899586","27899586"
"24175918","24175918"
"30053264","30053264"
"33952332","33952332"
"25300483","25300483"
"25392407","25392407"
"24293649","24293649"
"26578591","26578591"
"29140531","29140531"
"24293645","24293645"
"25352553","25352553"
"27779621","27779621"
"25161662","25161662"
"24178028","24178028"
"30445555","30445555"
"26546518","26546518"
"29106634","29106634"
"31680154","31680154"
"29087517","29087517"
"27899616","27899616"
"26590405","26590405"
"24214987","24214987"
"25510499","25510499"
"26578559","26578559"
"24259431","24259431"
"33313778","33313778"
"25313157","25313157"
"27899612","27899612"
"26980515","26980515"
"32542109","32542109"
"31696234","31696234"
"26286194","26286194"
"33080015","33080015"
"33221922","33221922"
"33179747","33179747"
"25398902","25398902"
"23203872","23203872"
"23193292","23193292"
"24194597","24194597"
"28053165","28053165"
"26607947","26607947"
"26602686","26602686"
"26481351","26481351"
"26582919","26582919"
"28437484","28437484"
"24265223","24265223"
"27048349","27048349"
"24178034","24178034"
"23175610","23175610"
"26657633","26657633"
"29156006","29156006"
"25514926","25514926"
"29106613","29106613"
"23161672","23161672"
"30204897","30204897"
"32406920","32406920"
"27924043","27924043"
"23193272","23193272"
"26481361","26481361"
"21995777","21995777"
"23175613","23175613"
"28077563","28077563"
"21672956","21672956"
"24265224","24265224"
"21940398","21940398"
"24209780","24209780"
"24185697","24185697"
"24214998","24214998"
"27043825","27043825"
"26586798","26586798"
"25326323","25326323"
"27899562","27899562"
"31747015","31747015"
"27899563","27899563"
"24234444","24234444"
"23143270","23143270"
"24275496","24275496"
"26553799","26553799"
"33151284","33151284"
"25030112","25030112"
"25477381","25477381"
"33436076","33436076"
"23093601","23093601"
"22135288","22135288"
"31713622","31713622"
"23193273","23193273"
"25708775","25708775"
"24316576","24316576"
"24163254","24163254"
"21989406","21989406"
"30407557","30407557"
"27924022","27924022"
"26935103","26935103"
"22067456","22067456"
"24247530","24247530"
"21917859","21917859"
"24137012","24137012"
"27899567","27899567"
"30357420","30357420"
"29155946","29155946"
"33231677","33231677"
"31559014","31559014"
"24163257","24163257"
"23193287","23193287"
"26476458","26476458"
"24217918","24217918"
"23197657","23197657"
"28025347","28025347"
"26578564","26578564"
"30304474","30304474"
"24194601","24194601"
"23175603","23175603"
"24174543","24174543"
"22139932","22139932"
"21584190","21584190"
"33772585","33772585"
"27799466","27799466"
"25414341","25414341"
"24234451","24234451"
"33125081","33125081"
"26496949","26496949"
"23042674","23042674"
"26481356","26481356"
"30329098","30329098"
"25233092","25233092"
"25399422","25399422"
"31942978","31942978"
"24270788","24270788"
"28077565","28077565"
"32920969","32920969"
"22135289","22135289"
"23118484","23118484"
"25404128","25404128"
"29136208","29136208"
"25378335","25378335"
"22102576","22102576"
"25294826","25294826"
"25398901","25398901"
"33245761","33245761"
"24608173","24608173"
"33196801","33196801"
"24217916","24217916"
"21996254","21996254"
"29082924","29082924"
"27799467","27799467"
"23324169","23324169"
"33196836","33196836"
"26578696","26578696"
"33290554","33290554"
"28296894","28296894"
"29059374","29059374"
"24363285","24363285"
"23180792","23180792"
"23203882","23203882"
"30357350","30357350"
"24174544","24174544"
"22135290","22135290"
"24198245","24198245"
"23193259","23193259"
"27587585","27587585"
"21321022","21321022"
"26464443","26464443"
"27794554","27794554"
"26433228","26433228"
"25392410","25392410"
"29126285","29126285"
"31802127","31802127"
"26553804","26553804"
"24311564","24311564"
"27789701","27789701"
"22102587","22102587"
"23110173","23110173"
"23487186","23487186"
"26744602","26744602"
"26615197","26615197"
"24214955","24214955"
"21258066","21258066"
"21408081","21408081"
"23161680","23161680"
"27114492","27114492"
"24234447","24234447"
"33237286","33237286"
"25348404","25348404"
"22067452","22067452"
"27899582","27899582"
"22139939","22139939"
"21520341","21520341"
"25841437","25841437"
"25332392","25332392"
"24275495","24275495"
"26590260","26590260"
"23094086","23094086"
"22439011","22439011"
"22013167","22013167"
"21622642","21622642"
"24997126","24997126"
"24285297","24285297"
"33152079","33152079"
"26546318","26546318"
"30256983","30256983"
"33010178","33010178"
"33211880","33211880"
"27899674","27899674"
"27899578","27899578"
"30462320","30462320"
"30418626","30418626"
"31680165","31680165"
"26582926","26582926"
"26615199","26615199"
"24214989","24214989"
"27903906","27903906"
"33180112","33180112"
"26578585","26578585"
"28349240","28349240"
"27899635","27899635"
"29140473","29140473"
"33219661","33219661"
"30462302","30462302"
"23630246","23630246"
"28968784","28968784"
"30398659","30398659"
"27899619","27899619"
"33174605","33174605"
"29069403","29069403"
"31740968","31740968"
"31665520","31665520"
"26590256","26590256"
"27924014","27924014"
"26433225","26433225"
"25428374","25428374"
"27899625","27899625"
"30407520","30407520"
"29165655","29165655"
"24285300","24285300"
"34698891","34698891"
"29190397","29190397"
"25416803","25416803"
"33704069","33704069"
"22080564","22080564"
"25361974","25361974"
"25428363","25428363"
"22096232","22096232"
"27789705","27789705"
"27738138","27738138"
"27651457","27651457"
"30398643","30398643"
"23143107","23143107"
"26578571","26578571"
"23203985","23203985"
"29126249","29126249"
"27899657","27899657"
"26888907","26888907"
"24009883","24009883"
"33211864","33211864"
"22127867","22127867"
"22110034","22110034"
"30395331","30395331"
"27924024","27924024"
"31290545","31290545"
"33125071","33125071"
"22121220","22121220"
"24214961","24214961"
"25378313","25378313"
"24185698","24185698"
"30407549","30407549"
"23175614","23175614"
"22086950","22086950"
"29106616","29106616"
"31696236","31696236"
"30407532","30407532"
"25361972","25361972"
"25324305","25324305"
"22080562","22080562"
"24285305","24285305"
"22075992","22075992"
"23180791","23180791"
"26578592","26578592"
"25273106","25273106"
"30395289","30395289"
"33125078","33125078"
"26400175","26400175"
"25428375","25428375"
"21478484","21478484"
"30395267","30395267"
"32486891","32486891"
"29112715","29112715"
"27899671","27899671"
"33211869","33211869"
"22135291","22135291"
"24265222","24265222"
"23193280","23193280"
"22102590","22102590"
"24194605","24194605"
"28838067","28838067"
"29126174","29126174"
"29216398","29216398"
"30371878","30371878"
"31701128","31701128"
"30418610","30418610"
"31680160","31680160"
"26615190","26615190"
"29112716","29112716"
"30398656","30398656"
"31701148","31701148"
"31724716","31724716"
"30476243","30476243"
"29788229","29788229"
"22064864","22064864"
"25348401","25348401"
"33166387","33166387"
"30357387","30357387"
"27980099","27980099"
"25883136","25883136"
"25414346","25414346"
"29040613","29040613"
"23193274","23193274"
"25378343","25378343"
"26896847","26896847"
"25723102","25723102"
"24185702","24185702"
"23161678","23161678"
"22135293","22135293"
"29527288","29527288"
"29165610","29165610"
"31641782","31641782"
"26476454","26476454"
"23584835","23584835"
"26586799","26586799"
"21959865","21959865"
"30395283","30395283"
"27899595","27899595"
"26527722","26527722"
"24288371","24288371"
"27899599","27899599"
"33106848","33106848"
"29145629","29145629"
"23125362","23125362"
"25332395","25332395"
"27252399","27252399"
"23161681","23161681"
"29069413","29069413"
"33170210","33170210"
"24304892","24304892"
"31851420","31851420"
"27899630","27899630"
"33156333","33156333"
"33237311","33237311"
"26578600","26578600"
"23180798","23180798"
"30247620","30247620"
"30357349","30357349"
"29155950","29155950"
"27899662","27899662"
"24157837","24157837"
"29140524","29140524"
"25428351","25428351"
"30407594","30407594"
"30371825","30371825"
"23603846","23603846"
"22012987","22012987"
"24316578","24316578"
"29140510","29140510"
"24253303","24253303"
"30407545","30407545"
"29140475","29140475"
"27899570","27899570"
"33068428","33068428"
"33156332","33156332"
"30407521","30407521"
"27158452","27158452"
"22374386","22374386"
"30321428","30321428"
"26527717","26527717"
"23193289","23193289"
"33151290","33151290"
"23794737","23794737"
"24243840","24243840"
"32128557","32128557"
"25348405","25348405"
"30395270","30395270"
"29092072","29092072"
"29351546","29351546"
"27924010","27924010"
"31691826","31691826"
"28346087","28346087"
"22121212","22121212"
"31722421","31722421"
"30407599","30407599"
"26578574","26578574"
"25355511","25355511"
"30395287","30395287"
"33175160","33175160"
"33231642","33231642"
"29092050","29092050"
"22080510","22080510"
"27602200","27602200"
"31598706","31598706"
"27736745","27736745"
"22086963","22086963"
"31713623","31713623"
"34741192","34741192"
"27009807","27009807"
